password_reuse,password_strength,password_change_freq,mfa_usage,click_unknown_links,verify_sender,report_suspicious_email,past_phishing_victim,training_completion,training_engagement,device_type,public_wifi_usage,unknown_usb_usage,social_media_oversharing,screen_lock_habit,credential_sharing,department,risk_level
Never,"Long & random (12+ chars, mixed)",Rarely,Always,Never,Always,Open it to check,Never,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Rarely,"Yes, if it looks harmless",Occasionally,Sometimes,Never,IT,Low
Often,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Never,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Rarely,Only after scanning it,Frequently,Always,Never,Other,Low
Never,Simple (name/birthdate/common word),Every 6-12 months,Never,Rarely,Always,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Never,"Yes, if it looks harmless",Never,Always,Once,Operations,Low
,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Sometimes,Report to IT/Security,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Rarely,Never,Occasionally,Sometimes,Never,Operations,Low
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Never,Open it to check,Never,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,HR,Severe
Always,"Long & random (12+ chars, mixed)",Rarely,Always,Rarely,Always,Delete it,Never,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Frequently,Only after scanning it,Never,Never,Never,Finance,Moderate
Never,Medium (word + numbers),Every 1-3 months,Always,Never,Always,Delete it,Never,"Yes, but over a year ago",Attend but forget,Company-issued & managed,Never,Never,Never,Sometimes,Once,HR,Low
Never,Medium (word + numbers),,Always,,Always,Report to IT/Security,Once,Never,Attend but forget,Personal device (BYOD),Rarely,Never,Frequently,Always,Once,Sales & Marketing,Low
Sometimes,Simple (name/birthdate/common word),Every 6-12 months,Sometimes,Never,,Open it to check,More than once,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Never,Always,Once,HR,Moderate
Always,Simple (name/birthdate/common word),Never,Never,Rarely,Never,Open it to check,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Never,Occasionally,Other,High
Always,Medium (word + numbers),Never,Never,"Yes, likely",Never,Open it to check,More than once,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Once,Other,Severe
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",,Open it to check,More than once,Never,Skip when possible,,Frequently,Only after scanning it,Frequently,Never,Occasionally,Operations,Severe
Sometimes,Medium (word + numbers),Every 6-12 months,Never,"Yes, likely",Never,Delete it,Never,Never,Attend but forget,Shared/public device,Frequently,"Yes, if it looks harmless",Never,Never,Occasionally,Operations,High
Never,Simple (name/birthdate/common word),Every 1-3 months,Always,Never,Always,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Frequently,Never,Frequently,Sometimes,Never,Sales & Marketing,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,Finance,Low
Never,"Long & random (12+ chars, mixed)",Never,Never,Sometimes,Sometimes,Ignore it,More than once,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Never,Operations,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Sometimes,Never,Always,Report to IT/Security,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Occasionally,Sometimes,Once,Operations,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Never,Report to IT/Security,Never,"Yes, but over a year ago",Attend but forget,Personal device (BYOD),Never,Only after scanning it,Never,Always,Never,Operations,Low
Always,Medium (word + numbers),Every 1-3 months,Never,Never,Never,Delete it,Never,"Yes, but over a year ago",Attend but forget,Personal device (BYOD),Frequently,Only after scanning it,Occasionally,Always,Never,Sales & Marketing,Moderate
Always,"Long & random (12+ chars, mixed)",Never,Always,"Yes, likely",Sometimes,Open it to check,Once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Frequently,Never,Frequently,Sometimes,Once,Sales & Marketing,Moderate
Always,Simple (name/birthdate/common word),Never,Sometimes,Rarely,Always,Open it to check,More than once,Never,Skip when possible,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,Sales & Marketing,Severe
Never,Simple (name/birthdate/common word),Every 6-12 months,Never,Rarely,Sometimes,Open it to check,Once,Never,Attend but forget,Company-issued & managed,Never,"Yes, if it looks harmless",Frequently,Never,Once,Sales & Marketing,Moderate
Always,Simple (name/birthdate/common word),Never,Never,Never,Always,Report to IT/Security,Once,"Yes, recently (within 6 months)",Skip when possible,Company-issued & managed,,Only after scanning it,Frequently,Always,,Operations,High
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Never,"Yes, if it looks harmless",Frequently,Never,Never,Other,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Once,"Yes, but over a year ago",Attend but forget,Company-issued & managed,Never,Only after scanning it,Never,Always,Never,Sales & Marketing,Low
Never,Medium (word + numbers),Every 1-3 months,Sometimes,Never,Sometimes,Report to IT/Security,More than once,Never,Attend but forget,Company-issued & managed,Frequently,Never,Occasionally,Sometimes,Once,Finance,Moderate
Often,Medium (word + numbers),Never,Never,"Yes, likely",Sometimes,Open it to check,More than once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Frequently,Never,Never,Always,Never,Sales & Marketing,Moderate
Sometimes,Medium (word + numbers),Never,Never,Rarely,Always,Ignore it,More than once,Never,Skip when possible,Shared/public device,Frequently,Only after scanning it,Frequently,Never,Once,IT,High
Sometimes,"Long & random (12+ chars, mixed)",Never,Always,Sometimes,Never,Open it to check,Once,"Yes, recently (within 6 months)",Attend but forget,Personal device (BYOD),Never,Never,Frequently,Sometimes,Once,HR,Moderate
Sometimes,Simple (name/birthdate/common word),Every 6-12 months,Never,"Yes, likely",Always,Delete it,More than once,Never,"Very seriously, apply what I learn",Personal device (BYOD),Frequently,Only after scanning it,Frequently,Sometimes,,Operations,High
Never,"Long & random (12+ chars, mixed)",Rarely,Sometimes,"Yes, likely",Sometimes,Ignore it,Never,Never,Skip when possible,Personal device (BYOD),Frequently,Never,Occasionally,Never,Never,Other,Moderate
Never,Medium (word + numbers),Every 1-3 months,Sometimes,Never,Sometimes,Ignore it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Only after scanning it,Occasionally,Sometimes,Never,Other,Low
Never,Medium (word + numbers),Every 6-12 months,Always,Rarely,Always,Delete it,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,Only after scanning it,Frequently,Sometimes,Once,Finance,Low
Never,Simple (name/birthdate/common word),Every 1-3 months,Always,Never,Sometimes,Ignore it,More than once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Rarely,Never,Never,Always,Never,HR,Low
Always,Medium (word + numbers),Rarely,Sometimes,"Yes, likely",Never,Open it to check,More than once,Never,Skip when possible,Personal device (BYOD),Rarely,"Yes, if it looks harmless",Occasionally,Sometimes,Occasionally,Sales & Marketing,High
Sometimes,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,Never,Sometimes,Ignore it,Never,Never,Skip when possible,Company-issued & managed,Never,"Yes, if it looks harmless",Occasionally,Always,Never,Operations,Low
Always,Simple (name/birthdate/common word),Rarely,Never,"Yes, likely",Always,Open it to check,More than once,Never,Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Frequently,Sometimes,Never,Operations,High
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Sometimes,Never,Sometimes,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Sometimes,Never,Other,Low
Often,"Long & random (12+ chars, mixed)",Never,Always,"Yes, likely",Sometimes,Open it to check,More than once,Never,Attend but forget,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Sometimes,Once,HR,High
Never,"Long & random (12+ chars, mixed)",Never,Sometimes,Sometimes,,Open it to check,Once,Never,Attend but forget,Shared/public device,Frequently,"Yes, if it looks harmless",Never,Always,Once,HR,Moderate
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,"Yes, likely",Always,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Never,Never,Frequently,Never,Never,IT,Low
Always,"Long & random (12+ chars, mixed)",Rarely,Never,"Yes, likely",Sometimes,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Frequently,Only after scanning it,Occasionally,Never,Occasionally,Finance,High
Never,Medium (word + numbers),Every 6-12 months,Always,Rarely,Always,Delete it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Rarely,Never,Frequently,Never,Never,Other,Low
Sometimes,Simple (name/birthdate/common word),Never,Sometimes,Sometimes,Always,Report to IT/Security,Once,Never,Skip when possible,Personal device (BYOD),Never,Never,Frequently,Sometimes,Occasionally,Sales & Marketing,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,Never,Sometimes,Report to IT/Security,More than once,"Yes, but over a year ago",Attend but forget,Company-issued & managed,Rarely,Only after scanning it,Frequently,Always,Never,Sales & Marketing,Low
Often,Medium (word + numbers),Every 1-3 months,Sometimes,Never,Never,Report to IT/Security,Once,Never,Attend but forget,Personal device (BYOD),Never,Never,Never,Sometimes,Never,IT,Low
Never,"Long & random (12+ chars, mixed)",Rarely,Sometimes,Never,Always,Report to IT/Security,Once,Never,Skip when possible,Personal device (BYOD),Never,Only after scanning it,Never,Always,Never,Other,Low
Often,Simple (name/birthdate/common word),Rarely,Always,"Yes, likely",Sometimes,Open it to check,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Frequently,Only after scanning it,Occasionally,Sometimes,Never,Sales & Marketing,Moderate
Often,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Sometimes,Report to IT/Security,Once,Never,Skip when possible,Personal device (BYOD),Frequently,Only after scanning it,Frequently,Never,Occasionally,Other,Severe
Sometimes,"Long & random (12+ chars, mixed)",Rarely,Never,Sometimes,Always,Report to IT/Security,More than once,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Rarely,Never,Never,Never,Occasionally,Other,Moderate
Sometimes,Medium (word + numbers),Never,Always,"Yes, likely",Always,Report to IT/Security,Never,Never,Skip when possible,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Frequently,Sometimes,Occasionally,IT,High
Never,Simple (name/birthdate/common word),Rarely,Always,Rarely,Sometimes,Open it to check,Once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Always,Never,Other,Moderate
Always,Simple (name/birthdate/common word),Every 1-3 months,Never,Sometimes,Never,Open it to check,Never,Never,Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Frequently,Always,Once,Operations,Severe
Often,Simple (name/birthdate/common word),Every 6-12 months,Never,Never,Never,Open it to check,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,Never,Occasionally,Never,Once,HR,Moderate
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Never,Sometimes,Sometimes,Report to IT/Security,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Rarely,,Never,Never,,Sales & Marketing,Low
Often,"Long & random (12+ chars, mixed)",Never,Sometimes,"Yes, likely",Never,Open it to check,More than once,Never,Skip when possible,Personal device (BYOD),Never,"Yes, if it looks harmless",Frequently,Sometimes,Occasionally,IT,High
Often,Medium (word + numbers),Every 6-12 months,Always,Rarely,Never,,Once,Never,"Very seriously, apply what I learn",Shared/public device,,"Yes, if it looks harmless",Occasionally,Sometimes,Never,Operations,High
Always,Medium (word + numbers),Rarely,Sometimes,"Yes, likely",Never,Delete it,More than once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Never,Occasionally,Operations,Severe
Sometimes,"Long & random (12+ chars, mixed)",Never,Never,Sometimes,Never,Open it to check,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Frequently,Only after scanning it,Occasionally,Sometimes,Never,HR,High
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Delete it,More than once,"Yes, recently (within 6 months)",Attend but forget,Personal device (BYOD),Rarely,Never,Never,Sometimes,Once,Finance,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Never,Delete it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Frequently,Always,,Other,Low
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Sometimes,Open it to check,More than once,Never,Skip when possible,Shared/public device,Rarely,Only after scanning it,Frequently,Never,Once,Sales & Marketing,Severe
